venda_id,data,cliente_id,canal,loja,forma_pagamento,cupom,frete,status
7063,2025-06-17,1488,Online,E-commerce,Cartão Débito,SEM_CUPOM,45.64,Concluída
7064,2025-06-10,124,Online,E-commerce,PIX,SEM_CUPOM,64.85,Concluída
7065,2025-01-29,1389,Online,E-commerce,Boleto,SEM_CUPOM,39.11,Concluída
7066,2025-09-11,258,Online,E-commerce,PIX,SEM_CUPOM,9.14,Concluída
7067,2025-03-30,208,Online,E-commerce,Cartão Crédito,SEM_CUPOM,63.15,Concluída
7068,2025-04-26,1252,Presencial,Loja 01 - Centro,PIX,CLIENTEVIP,0.0,Concluída
7069,2025-11-27,307,Online,E-commerce,Cartão Crédito,PROMO10,29.82,Concluída
7070,2025-09-04,972,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7071,2025-09-25,161,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7072,2025-04-12,130,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7073,2025-07-12,303,Online,E-commerce,PIX,SEM_CUPOM,31.73,Concluída
7074,2025-01-06,782,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7075,2025-04-05,436,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
7076,2025-11-04,336,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7077,2025-07-02,1257,Online,E-commerce,Cartão Crédito,SEM_CUPOM,16.45,Concluída
7078,2025-09-01,262,Presencial,Loja 01 - Centro,Cartão Débito,PROMO10,0.0,Concluída
7079,2025-10-30,143,Online,E-commerce,Boleto,SEM_CUPOM,52.89,Concluída
7080,2025-12-26,166,Online,E-commerce,PIX,BLACK15,34.4,Concluída
7081,2025-02-01,1324,Online,E-commerce,Boleto,CLIENTEVIP,63.3,Concluída
7082,2025-08-12,714,Online,E-commerce,Dinheiro,SEM_CUPOM,33.74,Concluída
7083,2026-01-17,1458,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7084,2025-03-18,1211,Online,E-commerce,Cartão Débito,PROMO10,11.74,Concluída
7085,2025-11-27,423,Online,E-commerce,Cartão Crédito,SEM_CUPOM,50.07,Concluída
7086,2025-08-11,1186,Presencial,Loja 03 - Bairro,PIX,CLIENTEVIP,0.0,Concluída
7087,2025-05-03,685,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
7088,2025-10-28,841,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Concluída
7089,2025-12-01,794,Online,E-commerce,Cartão Crédito,SEM_CUPOM,9.6,Concluída
7090,2025-02-24,1138,Online,E-commerce,PIX,SEM_CUPOM,18.42,Concluída
7091,2025-09-19,309,Online,E-commerce,PIX,SEM_CUPOM,61.07,Concluída
7092,2025-12-26,90,Online,E-commerce,Cartão Crédito,SEM_CUPOM,63.46,Concluída
7093,2025-09-13,1098,Online,E-commerce,Dinheiro,SEM_CUPOM,50.48,Concluída
7094,2025-07-30,1431,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7095,2025-02-23,870,Presencial,Loja 01 - Centro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7096,2025-06-22,177,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7097,2025-12-14,169,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Cancelada
7098,2025-11-03,818,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7099,2025-06-22,1344,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7100,2025-04-29,921,Online,E-commerce,PIX,SEM_CUPOM,13.45,Concluída
7101,2025-11-05,454,Presencial,Loja 01 - Centro,Cartão Crédito,BLACK15,0.0,Concluída
7102,2026-01-07,932,Online,E-commerce,PIX,PROMO10,48.22,Concluída
7103,2025-04-26,235,Online,E-commerce,Cartão Débito,BLACK15,38.61,Concluída
7104,2025-11-08,719,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
7105,2025-04-29,1473,Presencial,Loja 01 - Centro,Boleto,SEM_CUPOM,0.0,Concluída
7106,2025-11-14,945,Presencial,Loja 02 - Shopping,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7107,2026-01-06,155,Online,E-commerce,Dinheiro,CLIENTEVIP,29.04,Concluída
7108,2025-09-12,303,Online,E-commerce,Cartão Débito,SEM_CUPOM,29.0,Concluída
7109,2025-07-10,90,Presencial,Loja 02 - Shopping,Cartão Débito,BLACK15,0.0,Concluída
7110,2025-05-01,603,Online,E-commerce,PIX,SEM_CUPOM,29.45,Concluída
7111,2025-01-23,357,Online,E-commerce,Cartão Crédito,SEM_CUPOM,20.95,Concluída
7112,2025-01-21,1470,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
7113,2025-11-17,479,Online,E-commerce,Cartão Débito,SEM_CUPOM,34.97,Concluída
7114,2025-09-12,53,Presencial,Loja 02 - Shopping,Cartão Débito,BLACK15,0.0,Concluída
7115,2025-03-29,651,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7116,2025-07-31,1106,Online,E-commerce,PIX,SEM_CUPOM,2.37,Concluída
7117,2025-12-04,1028,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7118,2025-09-06,1466,Online,E-commerce,PIX,PROMO10,55.15,Concluída
7119,2025-12-18,549,Online,E-commerce,Cartão Débito,SEM_CUPOM,58.31,Concluída
7120,2025-02-15,785,Presencial,Loja 01 - Centro,Cartão Crédito,FRETEGRATIS,0.0,Devolvida
7121,2025-01-28,840,Online,E-commerce,Cartão Crédito,BLACK15,25.4,Concluída
7122,2025-09-13,37,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Cancelada
7123,2025-08-12,9,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7124,2025-09-22,1194,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7125,2026-01-12,578,Online,E-commerce,PIX,SEM_CUPOM,61.66,Concluída
7126,2025-02-11,1033,Online,E-commerce,Boleto,SEM_CUPOM,50.45,Concluída
7127,2025-12-24,1418,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7128,2025-01-24,367,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7129,2025-07-21,1163,Online,E-commerce,PIX,SEM_CUPOM,55.11,Concluída
7130,2025-11-16,321,Online,E-commerce,Cartão Crédito,FRETEGRATIS,57.93,Concluída
7131,2025-09-19,1112,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7132,2025-03-27,240,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7133,2025-08-21,457,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7134,2025-12-13,706,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7135,2025-03-20,733,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7136,2025-12-26,46,Online,E-commerce,Cartão Débito,SEM_CUPOM,22.12,Concluída
7137,2025-09-08,1267,Online,E-commerce,Boleto,SEM_CUPOM,52.83,Concluída
7138,2025-02-03,10,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7139,2025-05-08,1321,Online,E-commerce,PIX,SEM_CUPOM,9.43,Cancelada
7140,2025-11-28,310,Presencial,Loja 01 - Centro,PIX,BLACK15,0.0,Concluída
7141,2025-05-10,1066,Online,E-commerce,PIX,SEM_CUPOM,63.51,Concluída
7142,2025-12-30,1068,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
7143,2025-06-11,685,Presencial,Loja 01 - Centro,PIX,BLACK15,0.0,Concluída
7144,2025-05-12,807,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
7145,2025-11-24,110,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7146,2025-10-29,1352,Online,E-commerce,Cartão Débito,SEM_CUPOM,38.69,Concluída
7147,2025-04-02,180,Online,E-commerce,Cartão Crédito,FRETEGRATIS,45.12,Concluída
7148,2025-10-27,988,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
7149,2025-04-07,1,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7150,2025-12-10,1119,Online,E-commerce,Cartão Débito,SEM_CUPOM,19.92,Concluída
7151,2025-01-03,539,Online,E-commerce,PIX,PROMO10,2.07,Concluída
7152,2025-09-12,723,Online,E-commerce,Boleto,SEM_CUPOM,10.6,Concluída
7153,2025-03-01,36,Online,E-commerce,Cartão Crédito,SEM_CUPOM,9.23,Concluída
7154,2025-09-17,329,Online,E-commerce,PIX,FRETEGRATIS,28.76,Concluída
7155,2026-01-11,653,Presencial,Loja 01 - Centro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7156,2025-09-14,1077,Online,E-commerce,PIX,SEM_CUPOM,19.01,Concluída
7157,2025-06-16,897,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
7158,2025-11-13,391,Online,E-commerce,Cartão Débito,SEM_CUPOM,61.38,Concluída
7159,2025-03-16,894,Online,E-commerce,Boleto,SEM_CUPOM,54.7,Concluída
7160,2025-07-28,335,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
7161,2026-01-06,833,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
7162,2025-05-17,811,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7163,2025-01-11,340,Online,E-commerce,Dinheiro,SEM_CUPOM,35.09,Concluída
7164,2025-06-19,301,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7165,2025-07-05,779,Online,E-commerce,PIX,SEM_CUPOM,55.4,Concluída
7166,2025-11-08,881,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7167,2025-11-05,1470,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
7168,2025-05-11,744,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7169,2025-10-24,667,Online,E-commerce,Cartão Crédito,SEM_CUPOM,38.03,Concluída
7170,2025-02-24,714,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7171,2025-03-14,1312,Online,E-commerce,Cartão Débito,SEM_CUPOM,59.8,Concluída
7172,2025-08-20,461,Online,E-commerce,Cartão Crédito,SEM_CUPOM,48.43,Concluída
7173,2025-09-29,573,Online,E-commerce,Cartão Débito,SEM_CUPOM,47.79,Concluída
7174,2025-11-06,554,Presencial,Loja 01 - Centro,Boleto,BLACK15,0.0,Concluída
7175,2025-08-27,935,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7176,2025-02-19,1050,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7177,2025-09-17,723,Presencial,Loja 01 - Centro,Cartão Débito,BLACK15,0.0,Concluída
7178,2025-06-14,396,Online,E-commerce,Cartão Crédito,CLIENTEVIP,17.87,Concluída
7179,2025-04-13,1033,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
7180,2025-05-11,414,Online,E-commerce,Boleto,PROMO10,51.64,Concluída
7181,2025-11-08,1347,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Devolvida
7182,2025-03-10,937,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7183,2025-08-03,662,Online,E-commerce,Boleto,SEM_CUPOM,50.2,Concluída
7184,2025-02-01,350,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7185,2025-10-06,1137,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
7186,2025-02-27,915,Online,E-commerce,Cartão Crédito,SEM_CUPOM,5.26,Concluída
7187,2025-12-27,1324,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7188,2025-12-05,1061,Online,E-commerce,PIX,SEM_CUPOM,3.76,Concluída
7189,2025-11-25,1185,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Cancelada
7190,2025-05-14,139,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7191,2025-10-28,37,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Cancelada
7192,2025-02-21,988,Online,E-commerce,Cartão Débito,FRETEGRATIS,57.28,Concluída
7193,2025-04-22,1,Presencial,Loja 02 - Shopping,Boleto,FRETEGRATIS,0.0,Concluída
7194,2025-02-20,1337,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Cancelada
7195,2025-01-21,1325,Presencial,Loja 02 - Shopping,PIX,PROMO10,0.0,Concluída
7196,2025-05-21,878,Online,E-commerce,PIX,SEM_CUPOM,63.63,Concluída
7197,2025-08-09,1094,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
7198,2025-11-28,633,Online,E-commerce,Cartão Débito,SEM_CUPOM,39.3,Concluída
7199,2025-01-14,1438,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Cancelada
7200,2025-06-06,54,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7201,2025-10-02,439,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7202,2025-03-19,1047,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Cancelada
7203,2025-10-10,1182,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7204,2025-08-07,364,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7205,2025-08-05,1203,Online,E-commerce,PIX,SEM_CUPOM,11.1,Concluída
7206,2025-02-17,692,Presencial,Loja 01 - Centro,Cartão Débito,CLIENTEVIP,0.0,Concluída
7207,2025-03-06,1286,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
7208,2025-12-03,401,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
7209,2025-12-03,1039,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
7210,2025-06-23,312,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Cancelada
7211,2025-08-17,208,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7212,2025-07-28,1059,Presencial,Loja 03 - Bairro,Dinheiro,PROMO10,0.0,Concluída
7213,2025-07-17,1022,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7214,2025-10-01,441,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7215,2025-08-06,907,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7216,2025-02-18,1413,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Cancelada
7217,2025-02-01,501,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
7218,2025-11-23,753,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7219,2025-10-12,313,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7220,2025-03-18,778,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
7221,2025-01-24,1328,Online,E-commerce,Dinheiro,SEM_CUPOM,27.38,Concluída
7222,2025-03-26,954,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
7223,2025-08-11,213,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7224,2025-08-13,1111,Online,E-commerce,Cartão Débito,SEM_CUPOM,1.37,Concluída
7225,2025-03-06,634,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7226,2025-03-09,28,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7227,2025-03-21,935,Online,E-commerce,PIX,SEM_CUPOM,53.41,Concluída
7228,2025-06-20,449,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7229,2025-03-31,1458,Online,E-commerce,Dinheiro,BLACK15,6.71,Concluída
7230,2025-06-25,1493,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7231,2025-01-06,1007,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7232,2025-12-26,947,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7233,2025-12-09,458,Online,E-commerce,Cartão Crédito,SEM_CUPOM,21.78,Concluída
7234,2025-05-11,107,Presencial,Loja 03 - Bairro,Boleto,PROMO10,0.0,Concluída
7235,2025-11-05,91,Online,E-commerce,PIX,SEM_CUPOM,36.58,Concluída
7236,2025-07-25,696,Online,E-commerce,Cartão Crédito,FRETEGRATIS,45.37,Concluída
7237,2025-01-13,477,Online,E-commerce,Cartão Débito,SEM_CUPOM,58.96,Concluída
7238,2025-04-20,1441,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7239,2025-01-22,440,Online,E-commerce,PIX,SEM_CUPOM,27.42,Concluída
7240,2025-09-29,322,Online,E-commerce,Boleto,SEM_CUPOM,12.42,Concluída
7241,2025-10-28,1229,Online,E-commerce,Boleto,SEM_CUPOM,7.08,Concluída
7242,2025-08-25,1254,Online,E-commerce,Cartão Crédito,SEM_CUPOM,42.81,Concluída
7243,2025-01-03,565,Online,E-commerce,PIX,SEM_CUPOM,8.37,Concluída
7244,2025-04-01,123,Online,E-commerce,Cartão Débito,FRETEGRATIS,42.78,Concluída
7245,2025-06-30,148,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7246,2025-02-25,782,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Devolvida
7247,2025-02-11,1305,Online,E-commerce,Cartão Crédito,SEM_CUPOM,29.66,Concluída
7248,2025-04-27,581,Online,E-commerce,Cartão Crédito,CLIENTEVIP,27.07,Concluída
7249,2025-08-16,28,Online,E-commerce,Boleto,SEM_CUPOM,16.96,Concluída
7250,2025-02-03,563,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
7251,2026-01-19,5,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7252,2025-06-26,636,Online,E-commerce,PIX,SEM_CUPOM,58.61,Concluída
7253,2025-03-08,713,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7254,2025-01-08,1097,Online,E-commerce,PIX,SEM_CUPOM,46.55,Concluída
7255,2026-01-03,104,Online,E-commerce,Cartão Débito,SEM_CUPOM,34.1,Concluída
7256,2025-08-17,722,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7257,2025-11-29,266,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
7258,2025-10-26,700,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7259,2026-01-14,1478,Online,E-commerce,PIX,SEM_CUPOM,27.55,Concluída
7260,2025-12-08,1112,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
7261,2025-10-22,1267,Online,E-commerce,Cartão Crédito,BLACK15,23.43,Concluída
7262,2025-11-23,58,Online,E-commerce,PIX,SEM_CUPOM,25.95,Concluída
7263,2025-11-26,1147,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7264,2025-04-08,1299,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7265,2025-08-17,1007,Presencial,Loja 01 - Centro,PIX,PROMO10,0.0,Concluída
7266,2026-01-14,1174,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7267,2025-11-30,72,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
7268,2025-02-10,1109,Presencial,Loja 01 - Centro,Boleto,PROMO10,0.0,Concluída
7269,2025-02-12,1254,Online,E-commerce,PIX,SEM_CUPOM,55.49,Concluída
7270,2025-03-18,347,Online,E-commerce,Cartão Crédito,SEM_CUPOM,27.39,Concluída
7271,2025-10-12,707,Online,E-commerce,Boleto,SEM_CUPOM,0.29,Concluída
7272,2025-06-01,634,Online,E-commerce,Dinheiro,FRETEGRATIS,60.01,Concluída
7273,2025-08-30,148,Online,E-commerce,Boleto,SEM_CUPOM,38.54,Devolvida
7274,2025-02-23,193,Online,E-commerce,Cartão Crédito,SEM_CUPOM,10.77,Concluída
7275,2025-01-23,452,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7276,2025-10-24,164,Online,E-commerce,Cartão Débito,SEM_CUPOM,8.23,Concluída
7277,2025-04-22,753,Online,E-commerce,PIX,SEM_CUPOM,24.48,Concluída
7278,2025-01-17,84,Online,E-commerce,PIX,SEM_CUPOM,39.8,Concluída
7279,2025-03-24,21,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
7280,2025-05-05,944,Online,E-commerce,Dinheiro,FRETEGRATIS,61.05,Cancelada
7281,2025-06-05,379,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7282,2025-12-11,568,Presencial,Loja 02 - Shopping,Cartão Débito,CLIENTEVIP,0.0,Concluída
7283,2025-03-18,504,Presencial,Loja 01 - Centro,PIX,CLIENTEVIP,0.0,Concluída
7284,2025-08-20,704,Presencial,Loja 03 - Bairro,Cartão Débito,FRETEGRATIS,0.0,Concluída
7285,2025-04-16,696,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Devolvida
7286,2025-07-11,200,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7287,2025-04-24,3,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7288,2025-05-13,665,Online,E-commerce,Cartão Crédito,SEM_CUPOM,3.54,Concluída
7289,2025-08-19,849,Online,E-commerce,Dinheiro,BLACK15,22.93,Concluída
7290,2025-08-15,1153,Online,E-commerce,Boleto,SEM_CUPOM,16.72,Concluída
7291,2025-02-21,297,Online,E-commerce,PIX,FRETEGRATIS,27.38,Concluída
7292,2025-03-02,126,Online,E-commerce,PIX,CLIENTEVIP,51.49,Concluída
7293,2025-04-03,896,Presencial,Loja 02 - Shopping,PIX,BLACK15,0.0,Concluída
7294,2025-12-12,1354,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
7295,2025-05-02,359,Presencial,Loja 01 - Centro,Cartão Crédito,CLIENTEVIP,0.0,Concluída
7296,2025-08-10,129,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7297,2025-06-22,605,Online,E-commerce,PIX,PROMO10,10.31,Concluída
7298,2025-05-16,842,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Concluída
7299,2025-01-15,936,Online,E-commerce,Cartão Débito,SEM_CUPOM,60.77,Concluída
7300,2025-06-19,170,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
7301,2026-01-19,985,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7302,2025-12-28,515,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7303,2025-04-26,46,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
7304,2025-07-24,1384,Online,E-commerce,Cartão Crédito,SEM_CUPOM,16.67,Concluída
7305,2025-04-21,803,Online,E-commerce,PIX,SEM_CUPOM,48.93,Concluída
7306,2025-12-20,458,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
7307,2025-08-02,1225,Online,E-commerce,Dinheiro,SEM_CUPOM,41.57,Concluída
7308,2025-12-20,1196,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7309,2025-11-24,310,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
7310,2025-05-06,1441,Presencial,Loja 01 - Centro,Boleto,BLACK15,0.0,Concluída
7311,2025-06-25,798,Presencial,Loja 01 - Centro,Boleto,CLIENTEVIP,0.0,Cancelada
7312,2025-08-07,394,Online,E-commerce,Boleto,SEM_CUPOM,35.61,Concluída
7313,2025-04-06,672,Online,E-commerce,PIX,SEM_CUPOM,54.85,Concluída
7314,2025-11-16,282,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
7315,2025-08-06,1275,Online,E-commerce,Boleto,SEM_CUPOM,39.47,Concluída
7316,2025-03-21,404,Online,E-commerce,Dinheiro,PROMO10,50.86,Concluída
7317,2025-07-05,659,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7318,2025-11-12,103,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
7319,2025-06-12,1416,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
7320,2025-09-30,455,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
7321,2026-01-13,979,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Cancelada
7322,2025-05-09,530,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
7323,2026-01-18,843,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7324,2025-06-09,841,Online,E-commerce,Cartão Débito,SEM_CUPOM,38.29,Concluída
7325,2025-08-04,438,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7326,2025-10-24,649,Online,E-commerce,Cartão Crédito,SEM_CUPOM,46.83,Cancelada
7327,2025-01-27,895,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7328,2025-09-27,326,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
7329,2025-08-06,197,Online,E-commerce,Cartão Débito,PROMO10,3.09,Concluída
7330,2025-09-09,268,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Devolvida
7331,2026-01-01,625,Online,E-commerce,PIX,SEM_CUPOM,41.93,Concluída
7332,2025-07-06,321,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Devolvida
7333,2025-12-22,427,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
7334,2025-08-07,1029,Online,E-commerce,Cartão Crédito,FRETEGRATIS,57.78,Concluída
7335,2025-03-24,1006,Online,E-commerce,Cartão Crédito,FRETEGRATIS,42.27,Concluída
7336,2025-09-08,1416,Online,E-commerce,Cartão Crédito,FRETEGRATIS,53.18,Concluída
7337,2025-03-15,1146,Online,E-commerce,PIX,SEM_CUPOM,64.41,Concluída
